Director with the best selling movies: Herman Yau, with a total gross of 15,824,268,249.00

+--------------------------------------+-----------------+
|personName                            |total_gross      |
|LP Ramarao                            |null             |
|Guillaume Delaperriere                |null             |
|Major Sundarrajan                     |null             |
|Bojan Stupica                         |null             |
|Marcel Griaule                        |null             |
|Kim Hutchinson                        |null             |
|Jack Moik                             |null             |
|Greg O'Toole                          |null             |
|Bosko Tokin                           |null             |
|Dale Trevillion                       |null             |
|Sylvestre Campe                       |null             |
|David Donaghy                         |null             |
|John Comiskey                         |null             |
|Anike Bay                             |null             |
|Yi Chang                              |null             |
|Joe D'Amato                           |null             |
|Bob Nelson                            |null             |
|George M. Merrick                     |null             |
|André Di Mauro                        |null             |
|Matt O'Casey                          |null             |
|Robert Hutton                         |null             |
|Dominic Best                          |null             |
|Sean Meehan                           |null             |
|Kevin Campbell                        |null             |
|Will Bigham                           |null             |
|Justin Oakey                          |null             |
|John D. Boswell                       |null             |
|Barry W. Levy                         |null             |
|Christian Stella                      |null             |
|Fabien Delage                         |null             |
|Rene Villar Rios                      |null             |
|David Morton                          |null             |
|Daniel Fenton                         |null             |
|Daniel Celaya                         |null             |
|Francesco Giannini                    |null             |
|Lee Neville                           |null             |
|Conrad E Palmisano                    |null             |
|Vikram Dasgupta                       |null             |
|Todd Kent                             |null             |
|Kuntz Agus                            |null             |
|Marja Kok                             |null             |
|Kung-Wing Fan                         |null             |
|Dae Hyung Lim                         |null             |
|Harris Wittels                        |null             |
|Mike Bowler                           |null             |
|Barrie Gavin                          |null             |
|Gina Kim                              |null             |
|Ramón Pereda                          |null             |
|Ahmad Ebrahimi                        |null             |
|Robert Hillyer Barnett                |null             |
|Lucas Jansen                          |null             |
|Leonardo Luiz Ferreira                |null             |
|George P Breakston                    |null             |
|Artur Ramos                           |null             |
|Jiří Věrčák                           |null             |
|Vanca Kljakovic                       |null             |
|Richard Jones                         |null             |
|Raghav Murali                         |null             |
|Paul Singh Cudail                     |null             |
|K Asif                                |null             |
|Lorraine Bracco                       |null             |
|Phil Mendez                           |null             |
|Jason Strouse                         |null             |
|Francis Leclerc                       |null             |
|Georg Riha                            |null             |
|Martin Enlen                          |null             |
|Jamie Crawford                        |null             |
|Roberto Rochin                        |null             |
|Yan Ding Xian                         |null             |
|Karen Thomas                          |null             |
|Brad Kremer                           |null             |
|Bobby Hacker                          |null             |
|Anysay Keola                          |null             |
|Christiane Schmidt                    |null             |
|Danny O'Malley                        |null             |
|Dave Wascavage                        |null             |
|Anastiasiya Tykha                     |null             |
|Masaaki Tanabe                        |null             |
|Louise Detlefsen                      |null             |
|Chris Sato                            |null             |
|Jenny Roller-Spoo                     |null             |
|OH Krill                              |null             |
|Sally Kirkland                        |null             |
|Ron Senkowski                         |null             |
|Ari Gold                              |null             |
|Timothy Morton                        |null             |
|Cheng Chow                            |null             |
|Alberto Portillo                      |null             |
|Modi Barry                            |null             |
|Marie-Josee Saint-Pierre              |null             |
|Tessa Bernardi                        |null             |
|Robert Krzempek                       |null             |
|Jim Nelson                            |null             |
|Jost von Morr                         |null             |
|Walter Fyrst                          |null             |
|Niels West-Larsen                     |null             |
|Bärbl Bergmann                        |null             |
|John Richards                         |null             |
|Leonid Kristi                         |null             |
|François Rabaté                       |null             |
|Johnny Weichel                        |null             |
|Laurits Munch-Petersen                |null             |
|David Hammond                         |null             |
|François Bertrand                     |null             |
|Robert Marchand                       |null             |
|Adam Schwartz                         |null             |
|Jeremy Cohen                          |null             |
|Emma Freeman                          |null             |
|Benjamin Dickinson                    |null             |
|Fernando Cordero Caballero            |null             |
|Jeremy Sklar                          |null             |
|Antonio Piluso                        |null             |
|Thomas Heise                          |null             |
|John Jeremy                           |null             |
|Jijo Antony                           |null             |
|Lucille Carra                         |null             |
|Davide Limone                         |null             |
|Shannon Kelley                        |null             |
|Audrius Mickevicius                   |null             |
|Tatiana Sokolova                      |null             |
|Anoop Rangi                           |null             |
|Rolf Lyssy                            |null             |
|Semyon Raytburt                       |null             |
|Lloyd Ingraham                        |null             |
|Shari Cookson                         |null             |
|Kelly Close                           |null             |
|Bernard Revon                         |null             |
|Gisela Reich                          |null             |
|Dan Clifton                           |null             |
|Daan Blommers                         |null             |
|Sandra Trostel                        |null             |
|Markus Kaiser-Mühlecker               |null             |
|Sabeth Hron                           |null             |
|Milutin Ignjacevic                    |null             |
|Seth Middleton                        |null             |
|Xiaobai Tang                          |null             |
|Nobuyuki Miyake                       |null             |
|Jeff Erbach                           |null             |
|Pedro Claudio                         |null             |
|Chuck Menville                        |null             |
|Eoin Maher                            |null             |
|Arun Mohanty                          |null             |
|Hiroki Yamada                         |null             |
|Nathan Furst                          |null             |
|Ondřej Havelka                        |null             |
|Ryan White                            |null             |
|Ice-T                                 |null             |
|Jason Heppler                         |null             |
|Kane Senes                            |null             |
|Ken Kaplan                            |null             |
|Mark Long                             |null             |
|Jodi Savitz                           |null             |
|Elmar Bartlmae                        |null             |
|Len Dell'Amico                        |null             |
|Howard Greenhalgh                     |null             |
|César Manzano                         |null             |
|Joseph Fusco                          |null             |
|Helvio Soto                           |null             |
|Jessica Brickman                      |null             |
|Charles Roxburgh                      |null             |
|Clem Beauchamp                        |null             |
|Hwa-lang Kim                          |null             |
|Aleksandr Polynnikov                  |null             |
|Georg Isenmann                        |null             |
|Kaitlin Tinker                        |null             |
|Benji Carver                          |null             |
|Isamu Hirabayashi                     |null             |
|Nathalie Saint-Pierre                 |null             |
|Brian Skilton                         |null             |
|Ling Quan                             |null             |
|Charlie Lightening                    |null             |
|Seung-cheol Park                      |null             |
|Myna Joseph                           |null             |
|Sunny Bergman                         |null             |
|Juan Carlos Núñez                     |null             |
|Mary Works                            |null             |
|CL Hor                                |null             |
|Philip Brooks                         |null             |
|Zhanjun An                            |null             |
|Erich Walitsch                        |null             |
|Jürgen Wölffer                        |null             |
|Bob Grant                             |null             |
|Germán Rodríguez Quiñones             |null             |
|Konrad Hansen                         |null             |
|Edmund Stenson                        |null             |
|Tony Longworth                        |null             |
|Robert Gulassarian                    |null             |
|P.J. Pettiette                        |null             |
|Saburo Endo                           |null             |
|José Henrique Fonseca                 |null             |
|Dave Unwin                            |null             |
|Rafaël Ouellet                        |null             |
|Gary Hudson                           |null             |
|Martha Burns                          |null             |
|Dane Komljen                          |null             |
|Ryan Bottiglieri                      |null             |
|Deborah S. Esquenazi                  |null             |
|Marv Z Silverman                      |null             |
|Duane McCoy                           |null             |
|Jaspreet Kaur                         |null             |
|Miel Van Hoogenbemt                   |null             |
|Rommel Sales                          |null             |
|JC De La Torre                        |null             |
|Action Bronson                        |null             |
|Tom Desimone                          |null             |
|Ven Scott                             |null             |
|Oscar Orzábal Quintana                |null             |
|Milan Jelic                           |null             |
|Wayne R Gallasch                      |null             |
|Cristiano Burlan                      |null             |
|Victor Duncan                         |null             |
|Álvaro Sanmartín                      |null             |
|Alex Brown                            |null             |
|Viji P Nair                           |null             |
|Manuel Bayo Gisbert                   |null             |
|Neycho Popov                          |null             |
|Laure Bourdon-Zarader                 |null             |
|Eileen Heisler                        |null             |
|Magali Clément                        |null             |
|Chris K Ishii                         |null             |
|Uzi Geffenblad                        |null             |
|Max Bilbow                            |null             |
|Vietnam Veetu Sundaram                |null             |
|Luke Menges                           |null             |
|Rick Walker                           |null             |
|Art Ford                              |null             |
|Tiffany Hsiung                        |null             |
|Rick Hancox                           |null             |
|Andrew Fierberg                       |null             |
|Otto Jongerius                        |null             |
|Grigoriy Chukhray                     |null             |
|Billy Corben                          |null             |
|Harold P. Warren                      |null             |
|Dave Tynan                            |null             |
|Bill Anderson                         |null             |
|Andy Baybutt                          |null             |
|John Gibbs                            |null             |
|Reza Badiyi                           |null             |
|Chris Sullivan                        |null             |
|Emma Magenta                          |null             |
|Kazuyuki Izutsu                       |null             |
|Grigoriy Aleksandrov                  |null             |
|Harry A. Pollard                      |null             |
|Michael Amundsen                      |null             |
|Jim Hancock                           |null             |
|Alfredo Ramos                         |null             |
|Rohan Harris                          |null             |
|Manuel Siles                          |null             |
|David Kent-Watson                     |null             |
|Solomon Glitz                         |null             |
|Irene Gutiérrez Torres                |null             |
|Steve Nerangis                        |null             |
|Don Scioli                            |null             |
|Aaron McCann                          |null             |
|Julio Mas Alcaraz                     |null             |
|AG Amid                               |null             |
|Jon Garcia                            |null             |
|Hassane Mezine                        |null             |
|Faisal Hashmi                         |null             |
|Tony Goss                             |null             |
|Mike Jittlov                          |null             |
|Andrew List                           |null             |
|Thomas Lafarge                        |null             |
|Frans Weisz                           |null             |
|Armando Garces                        |null             |
|Natsumi Sudo                          |null             |
|Anne Flournoy                         |null             |
|Charles R Bowers                      |null             |
|Pascal Jaubert                        |null             |
|Oksana Bulgakova                      |null             |
|Guillem López                         |null             |
|Bronislaw Brok                        |null             |
|Fred J Balshofer                      |null             |
|Gabrielle Sorère                      |null             |
|Arto Lehkamo                          |null             |
|Al Freeman, Jr.                       |null             |
|Hong Li                               |null             |
|Dino Verde                            |null             |
|Ji Huang                              |null             |
|Bing Tongco                           |null             |
|Jorge Bechara                         |null             |
|Yuri Neyman                           |null             |
|Joseph Bullman                        |null             |
|Valerio Mastandrea                    |null             |
|Sarah Townsend                        |null             |
|Spencer Rice                          |null             |
|Takeshi Yagi                          |null             |
|Enrique Segoviano                     |null             |
|Justin Kreutzmann                     |null             |
|Klaus Gendries                        |null             |
|Khalil Kathrada                       |null             |
|Scott Tepperman                       |null             |
|Joe Whiteaker                         |null             |
|Addyson Bednar                        |null             |
|Jay Shapiro                           |null             |
|Rebecca Sternberg                     |null             |
|Karola Hawk                           |null             |
|Maarten Groen                         |null             |
|Jana Bürgelin                         |null             |
|Ron Merk                              |null             |
|Jeff Cioletti                         |null             |
|José A Martínez Suárez                |null             |
|James Barrat                          |null             |
|Mitsuo Kusakabe                       |null             |
|Dawn Dais                             |null             |
|Bobak Kalhor                          |null             |
|Jessé Miceli                          |null             |
|Pere Vila                             |null             |
|Eric Leiser                           |null             |
|Rob Graydon                           |null             |
|Pier Giorgio Bellocchio               |null             |
|Susanne Svantesson                    |null             |
|Mpumelelo Mcata                       |null             |
|Robbins Barstow                       |null             |
|Tim Baney                             |null             |
|Susan Robinson                        |null             |
|Nina Hedenius                         |null             |
|Ralph Kemplen                         |null             |
|Michael McGee                         |null             |
|Karen Bellone                         |null             |
|Patrick Jenkins                       |null             |
|Yulie Cohen                           |null             |
|Lorenzo Ricciardi                     |null             |
|Milan Secerovic                       |null             |
|Cole Claassen                         |null             |
|Joel Calero                           |null             |
|Derek Diorio                          |null             |
|John Shorney                          |null             |
|Andy Sexton                           |null             |
|Kurt Land                             |null             |
|Rubens Maia                           |null             |
|Pieter Van Hees                       |null             |
|Perci M Intalan                       |null             |
|Vicky Jewson                          |null             |
|Dave Walker                           |null             |
|Edgar Kennedy                         |null             |
|Arvid E. Gillstrom                    |null             |
|Errol Sack                            |null             |
|Tyler Kellner                         |null             |
|Theodore Ushev                        |null             |
|Danny O'Bryen                         |null             |
|Julia Pimsleur                        |null             |
|Daniel St-Germain                     |null             |
|Jean Paul Lal                         |null             |
|Jake Löfvén                           |null             |
|Hanna Azoulay Hasfari                 |null             |
|Shyamaprasad                          |null             |
|Norbert Shieh                         |null             |
|Jaromír Polisenský                    |null             |
|John Lincoln                          |null             |
|John Eschenbaum                       |null             |
|David F Morgan                        |null             |
|Sydney Herauf                         |null             |
|João Victor Trascastro                |null             |
|Johanna Hald                          |null             |
|Alberto Herskovits                    |null             |
|Amie Steir                            |null             |
|Marty Hardin                          |null             |
|Steven Kovacs                         |null             |
|Georgiy Skomorovskiy                  |null             |
|Ryuichiro Sakisaka                    |null             |
|Bill Reifenberger                     |null             |
|Edward Cook                           |null             |
|Ullas Unnikrishnan                    |null             |
|Eric Hilton                           |null             |
|Lacey Leavitt                         |null             |
|Elizabeth Woodman Wright              |null             |
|Wolfgang Selnig                       |null             |
|Hasse Funck                           |null             |
|Boris Rytsarev                        |null             |
|Wanjiru Kinyanjui                     |null             |
|Chai Wong                             |null             |
|Anil Raj                              |null             |
|Laura Spini                           |null             |
|Marcelo Novais Teles                  |null             |
|Greg Jackson                          |null             |
|Magnus Nanne                          |null             |
|Olivier Azam                          |null             |
|Frank Squillace                       |null             |
|Samantha Morton                       |null             |
|Robert F. Slatzer                     |null             |
|Munenori Nawa                         |null             |
|Andrew Okpeaha MacLean                |null             |
|James Lecesne                         |null             |
|Amir Muhammad                         |null             |
|Shanavas K. Bavakutty                 |null             |
|David Deschamps                       |null             |
|Carlos Meléndez                       |null             |
|Jiyoung Lee                           |null             |
|Tim Staffel                           |null             |
|Kôki Yoshida                          |null             |
|Elliot Gough                          |null             |
|Luigi Capuano                         |null             |
|Emile van Moerkerken                  |null             |
|Kirby Walker                          |null             |
|Armand Garabidian                     |null             |
|Dianne Whelan                         |null             |
|Carolina Azzi                         |null             |
|Maurice Kéroul                        |null             |
|Pappan                                |null             |
|Joëlle Bentolila                      |null             |
|Gioia Benelli                         |null             |
|Monika Harris                         |null             |
|Benoît Duvette                        |null             |
|Peter Volkart                         |null             |
|Amy Gattie                            |null             |
|James M Hausler                       |null             |
|Christian Gossett                     |null             |
|Rob Jones                             |null             |
|Angus Gibson                          |null             |
|Hisaya Takabayashi                    |null             |
|Robert L Bendick                      |null             |
|Mo Fitzgibbon                         |null             |
|Bertram Millhauser                    |null             |
|Lee Aronsohn                          |null             |
|Christen Møller                       |null             |
|Mikey Jackson                         |null             |
|François Campaux                      |null             |
|David Vassar                          |null             |
|Farida Pacha                          |null             |
|Eva Villaseñor                        |null             |
|Kamal Swaroop                         |null             |
|Rax Rinnekangas                       |null             |
|Yuvraj Jadeja                         |null             |
|Marcel Costa                          |null             |
|Péter Palátsik                        |null             |
|Margery Wilson                        |null             |
|Lew Collins                           |null             |
|Brian Sintay                          |null             |
|Dearbhla Walsh                        |null             |
|Neil Diamond                          |null             |
|Leslie Pearce                         |null             |
|Jake Boritt                           |null             |
|Sarah McCarthy                        |null             |
|Paul Maslansky                        |null             |
|Daniel Tenenbaum                      |null             |
|Tomas Tivemark                        |null             |
|Don Featherstone                      |null             |
|Martin Torgoff                        |null             |
|André Antoine                         |null             |
|Nadezhda Yumshanova                   |null             |
|Amlan Kusum Ghosh                     |null             |
|Lia Bertels                           |null             |
|Dario Bischofberger                   |null             |
|Kevin Del Principe                    |null             |
|Jerry J. White III                    |null             |
|Tim Pingel                            |null             |
|Aaron J Davis                         |null             |
|Adrien Brody                          |null             |
|Mirko Bischofberger                   |null             |
|Mark Henderson                        |null             |
|P Chandrasekhar                       |null             |
|Sudeshna Roy                          |null             |
|Tiago Siopa                           |null             |
|Lucas Echikson                        |null             |
|Uljana Havemann                       |null             |
|Michael Bray                          |null             |
|Philip Gunn                           |null             |
|Flavio Rangel                         |null             |
|Arthur Cullipher                      |null             |
|Roman Karimov                         |null             |
|Kenneth Raich                         |null             |
|Nosratollah Karimi                    |null             |
|Marcos Machado                        |null             |
|Paul Iribe                            |null             |
|Augusto Martínez Torres               |null             |
|George Zervoulakos                    |null             |
|Kaushik Ghatak                        |null             |
|Kirk Roos                             |null             |
|Steffen Maurer                        |null             |
|George Chesebro                       |null             |
|Fred Rosenberg                        |null             |
|Baldemar Rodriguez                    |null             |
|Manoj Pandit                          |null             |
|Audrey Nantel-Gagnon                  |null             |
|Richard Butchins                      |null             |
|Darry Cowl                            |null             |
|Kenji Murakami                        |null             |
|Jonnie Morris                         |null             |
|Charlie De Salis                      |null             |
|David K Kyle                          |null             |
|Fabrizio Ferraro                      |null             |
|Steven A Kowal                        |null             |
|Cory Shiozaki                         |null             |
|Steve Lowe                            |null             |
|Wesley Verástegui                     |null             |
|Ernst Wendt                           |null             |
|William Elwood                        |null             |
|Ruth Ozeki Lounsbury                  |null             |
|Julie St Claire                       |null             |
|RK Nayyar                             |null             |
|Paul Wennersberg-Løvholen             |null             |
|Manoj Annadurai                       |null             |
|Rainer Hartleb                        |null             |
|Eric Civanyan                         |null             |
|Stefanie Schwalfenberg                |null             |
|Claudia Holldack                      |null             |
|Harry Foster                          |null             |
|Amariah Olson                         |null             |
|Paul Julian                           |null             |
|Richard Boylan                        |null             |
|Tad Danielewski                       |null             |
|Giorgio Arlorio                       |null             |
|Daniel McCarthy                       |null             |
|Bernd Fischerauer                     |null             |
|Maël Lagadec                          |null             |
|James Hale                            |null             |
|David Robertson                       |null             |
|Gerard Barry                          |null             |
|Nicolas Russell Bennetzen             |null             |
|Mario Siciliano                       |null             |
|Chitrapu Narayana Rao                 |null             |
|Ilya Kazankov                         |null             |
|Takuji Suzuki                         |null             |
|Jeff Arch                             |null             |
|Martina Minette Dreier                |null             |
|William J. Murray                     |null             |
|M. Padmakumar                         |null             |
|Jin-suk Park                          |null             |
|Jim Carroll                           |null             |
|Warren Skeels                         |null             |
|Edwin Reyes                           |null             |
|J Ernest Williamson                   |null             |
|Nicolas Garreau                       |null             |
|Joseph Picozzi                        |null             |
|Anasua Roychoudhury                   |null             |
|Max Pécas                             |null             |
|Poul Martinsen                        |null             |
|Carmen Garcia                         |null             |
|Zain Duraie                           |null             |
|Hemchandra Chunder                    |null             |
|Barry Clark                           |null             |
|Serge Toubiana                        |null             |
|Stewart Buck                          |null             |
|Rebecca Lloyd-Evans                   |null             |
|Ignasi P Ferré                        |null             |
|Yukihiko Kondô                        |null             |
|Adolfo Fernández Bustamante           |null             |
|Chu Huang Chen                        |null             |
|Valerie Anex                          |null             |
|Brian To                              |null             |
|Tamaz Meliava                         |null             |
|Luis San Juan                         |null             |
|Tim Curtis                            |null             |
|Kôji Kawano                           |null             |
|Gustavo Coelho                        |null             |
|Simon Reglar                          |null             |
|Hans Burger                           |null             |
|Ryan Polly                            |null             |
|Mark Hug                              |null             |
|Pierre Lestringuez                    |null             |
|Connor Hair                           |null             |
|Manel Garriga                         |null             |
|Bartłomiej Ignaciuk                   |null             |
|Yukinori Makabe                       |null             |
|Randy Haragan                         |null             |
|Elisabeth Rygaard                     |null             |
|Sean Tretta                           |null             |
|Mark Fisher                           |null             |
|Michael Beck                          |null             |
|Jin-hee Yu                            |null             |
|Tanner King Barklow                   |null             |
|Marc Halberstadt                      |null             |
|Álex Anwandter                        |null             |
|Sica Alexandrescu                     |null             |
|Berthold Mittermayr                   |null             |
|Brett Lotriet Best                    |null             |
|Len Powers                            |null             |
|Gabriel Glissant                      |null             |
|Yong-Gyu Yoon                         |null             |
|Antonia Pyk                           |null             |
|José Antonio Barrero                  |null             |
|Helmut Meewes                         |null             |
|Renato Simoni                         |null             |
|Deborah Shaffer                       |null             |
|Mitch Rouse                           |null             |
|Jerzy Braszka                         |null             |
|Riccardo Pellizzeri                   |null             |
|Norman Buckley                        |null             |
|Martin Papirowski                     |null             |
|Daniel Percival                       |null             |
|Derek Simonds                         |null             |
|Steven Piet                           |null             |
|Peter Crane                           |null             |
|Adam William Ward                     |null             |
|Toke Constantin Hebbeln               |null             |
|Valerie Veatch                        |null             |
|Dennis Potter                         |null             |
|Tom Milo                              |null             |
|Bill Baggs                            |null             |
|Tom Emmatty                           |null             |
|Daniel Emery Taylor                   |null             |
|David Bradbury                        |null             |
|Christopher Hines                     |null             |
|Nik Sexton                            |null             |
|Sanjeev Sirpal                        |null             |
|Valérie Mréjen                        |null             |
|Michael T. Flynn                      |null             |
|Julian Jay Burton                     |null             |
|Val Iglesias                          |null             |
|Roviros Manthoulis                    |null             |
|Heather Young                         |null             |
|Ilona Kacieja                         |null             |
|Luciano Ercoli                        |null             |
|Jennifer Athena Galatis               |null             |
|Ossi Elstelä                          |null             |
|Walt Hefner                           |null             |
|Sampson McCormick                     |null             |
|Frauke Havemann                       |null             |
|Jose Fernández Riveiro                |null             |
|Viviana Cordero                       |null             |
|Tom Jenkinson                         |null             |
|Maik Styrnol                          |null             |
|S Marc Tapper                         |null             |
|Swathi Bhaskar                        |null             |
|Aaron Goodmiller                      |null             |
|Dimitri Kirsanoff                     |null             |
|Guillaume Bréaud                      |null             |
|Bady Minck                            |null             |
|Ganeshaa                              |null             |
|Piero Tellini                         |null             |
|Gary Rocklen                          |null             |
|Eija-Liisa Ahtila                     |null             |
|Helen McFarlane                       |null             |
|Ximena Cuevas                         |null             |
|Daniel Camargo                        |null             |
|Cenek Slégl                           |null             |
|Patrick McConnell                     |null             |
|Martin Hoffmeister                    |null             |
|Rozi Izma Abdul Karim                 |null             |
|René Richon                           |null             |
|Vincenzo Gamna                        |null             |
|Natalya Radionova                     |null             |
|Michael J Shapiro                     |null             |
|Stephen Palgon                        |null             |
|Akihiro Suzuki                        |null             |
|Alexandre Valente                     |null             |
|Xiao'er Gan                           |null             |
|Jesse McLean                          |null             |
|Paitoon Ratanon                       |null             |
|Biren Nag                             |null             |
|Sparky Greene                         |null             |
|Steve Gough                           |null             |
|Johnny Seven                          |null             |
|Melody Smith                          |null             |
|Meir Sharony                          |null             |
|Jake Burghart                         |null             |
|Yusri Nasrullah                       |null             |
|Amara Zaragoza                        |null             |
|Saif Baidya                           |null             |
|Alessio De Bernardi                   |null             |
|Gô Rijû                               |null             |
|Luke Doolan                           |null             |
|Yoon Jong-bin                         |null             |
|Éric Rochat                           |null             |
|Gary Weis                             |null             |
|Andrew Abbott                         |null             |
|Felix Maxim Eller                     |null             |
|Franz Novotny                         |null             |
|David Detiege                         |null             |
|Navid Sanati                          |null             |
|Daniel Christoff                      |null             |
|Michael Imperioli                     |null             |
|Bob Godfrey                           |null             |
|Tsung-lung Tsai                       |null             |
|Ramón Barea                           |null             |
|Frank Craven                          |null             |
|Hay Plumb                             |null             |
|Thommy Hutson                         |null             |
|Nina Breeder                          |null             |
|Chris Buddy                           |null             |
|Wellson Chin                          |null             |
|Alan Bradley                          |null             |
|David Woods                           |null             |
|Hanns Springer                        |null             |
|Mitesh Kumar Patel                    |null             |
|Jenée LaMarque                        |null             |
|Joseph P Mawra                        |null             |
|Nikolay Gubenko                       |null             |
|Brian Titshaw                         |null             |
|Grant Morningstar                     |null             |
|Abraham López Guerrero                |null             |
|Christopher Sykes                     |null             |
|Birgit Hein                           |null             |
|Emil Nofal                            |null             |
|Fritz Baumann                         |null             |
|Russell Allen                         |null             |
|Robert A Johnson                      |null             |
|Carolee Schneemann                    |null             |
|Yuri Grymov                           |null             |
|Luc Mollinger                         |null             |
|Øyunn Gorset                          |null             |
|Nestore Ungaro                        |null             |
|Fedor Hanzekovic                      |null             |
|Antonio de Anda                       |null             |
|Lindsey Sproul                        |null             |
|Ramón Comas                           |null             |
|André Novais Oliveira                 |null             |
|Fred Barney Taylor                    |null             |
|Renata Ghelli                         |null             |
|Jason Glaser                          |null             |
|LC MacBean                            |null             |
|Lyle Sacris                           |null             |
|Marthe Stokvik                        |null             |
|Alwin Elling                          |null             |
|Jeremy Royce                          |null             |
|Darja Hrubá                           |null             |
|Jason Martell                         |null             |
|Karthick Raghunath                    |null             |
|Laura Waters Hinson                   |null             |
|Sze-Luk Chow                          |null             |
|Yuji Nakae                            |null             |
|Lucio Dandolo                         |null             |
|Roger Villarroya                      |null             |
|Kinshirô Ogino                        |null             |
|Frank P Bibas                         |null             |
|Yan England                           |null             |
|Thomas Whelan                         |null             |
|Paolo Spinola                         |null             |
|Mark Stevens                          |null             |
|Joaquim Jordà                         |null             |
|Jonny Blair                           |null             |
|Phil Hay                              |null             |
|Wei Lo                                |null             |
|Armando de Miranda                    |null             |
|Morgane Polanski                      |null             |
|Andreas Linke                         |null             |
|Giuseppe Gagliardi                    |null             |
|Annemarie Cassidy                     |null             |
|Conrad Janis                          |null             |
|Keith Miller                          |null             |
|Frauke Thielecke                      |null             |
|Ramanand Sagar                        |null             |
|Monica Ray                            |null             |
|Nikki Parsons                         |null             |
|Max Porcelijn                         |null             |
|Artem Demenok                         |null             |
|Mike Wallis                           |null             |
|Jeff Pustil                           |null             |
|Roland West                           |null             |
|Lisa Palenica                         |null             |
|Christy Oldham                        |null             |
|Steve Davis                           |null             |
|Peter Vincent                         |null             |
|Aram Garriga                          |null             |
|Hugo Bolander                         |null             |
|Sharon Maymon                         |null             |
|Ken Watanabe                          |null             |
|Fred Henry III                        |null             |
|Carolina Astudillo Muñoz              |null             |
|Sheng-Yuan Sun                        |null             |
|Johnny Blank                          |null             |
|Rubén Broido                          |null             |
|Shuming He                            |null             |
|Tamar Halpern                         |null             |
|Santiago Celorio                      |null             |
|Reijer Zwaan                          |null             |
|Marie Harder                          |null             |
|Martin Gooch                          |null             |
|Kyle Gehring                          |null             |
|Rafael Buendía                        |null             |
|Isabelle Stead                        |null             |
